Instrument,Segment Name,Segment Code,year,number of segments
VEI.OL,Industry Scandinavia,"237310, 237210, 212321",-4,8
VEI.OL,Construction Sweden,"237210, 236116, 236115",-4,8
VEI.OL,Construction Norway,"324122, 237990, 236116, 236115",-4,8
VEI.OL,Construction Denmark,237210,-4,8
VEI.OL,Property Development Norway,"237310, 237210",-4,8
CEMI.MI,Unallocated,,-4,10
CEMI.MI,Egypt,"327390, 327332, 327320, 327310",-4,10
CEMI.MI,Turkey,"327390, 327332, 327320, 327310",-4,10
CEMI.MI,Denmark,"327390, 327332, 327320, 327310",-4,10
CEMI.MI,Other,,-4,10
CEMI.MI,Belgium,"327390, 327320, 327310",-4,10
CEMI.MI,Belgium and France,"327390, 327332, 327320, 327310",-4,10
CEMI.MI,Asia Pacific,"327320, 327310, 212319, 212312",-4,10
CEMI.MI,North America,"327390, 327332, 327320, 327310",-4,10
CEMI.MI,Italy,327310,-4,10
WBD.MI,Rest of the World,"237990, 237310, 237110",-4,3
WBD.MI,Italy,"237990, 237310, 237110",-4,3
WBD.MI,LANE Group,"237990, 237310, 237110, 236210",-4,3
ITMI.MI,Sirap,326199,-4,7
ITMI.MI,Italmobiliare,523910,-4,7
ITMI.MI,Italgen,"221118, 221122",-4,7
ITMI.MI,Tecnica Group,316210,-4,7
ITMI.MI,Not Allocated and Adjustments,,-4,7
ITMI.MI,Other Subsidiaries,,-4,7
ITMI.MI,Caffe Borbone,311920,-4,7
BOL.ST,Mining,212230,-4,5
BOL.ST,Other,,-4,5
BOL.ST,Smelting/Copper,331410,-4,5
BOL.ST,Eliminations,,-4,5
BOL.ST,Accounting Principles,,-4,5
SCAb.ST,Other Activities,561499,-4,6
SCAb.ST,Intra-group,,-4,6
SCAb.ST,Forest,"322120, 321999, 321113",-4,6
SCAb.ST,Pulp,322130,-4,6
SCAb.ST,Paper,322212,-4,6
SCAb.ST,Wood,"321212, 321211",-4,6
HUFVa.ST,Gothenburg,531120,-4,3
HUFVa.ST,Stockholm City East,531120,-4,3
HUFVa.ST,NK,531120,-4,3
NCCb.ST,NCC Property Development,531120,-4,6
NCCb.ST,Other and Eliminations,,-4,6
NCCb.ST,NCC Industry,"324122, 324121, 212321, 212319",-4,6
NCCb.ST,NCC Infrastructure,237310,-4,6
NCCb.ST,NCC Building Nordics,"236220, 236118, 236116",-4,6
NCCb.ST,NCC Building Sweden,"236220, 236118, 236116",-4,6
RATOb.ST,DIAB,237990,-4,16
RATOb.ST,GS-Hydro,525990,-4,16
RATOb.ST,Jotul,525990,-4,16
RATOb.ST,KVD Kvarndammen,441120,-4,16
RATOb.ST,HL Display,423930,-4,16
RATOb.ST,AH Industries,525990,-4,16
RATOb.ST,Bisnode,525990,-4,16
RATOb.ST,Central Income and Expenses,,-4,16
RATOb.ST,Plantagen,523910,-4,16
RATOb.ST,Oase Outdoors,423910,-4,16
RATOb.ST,Airteam,333415,-4,16
RATOb.ST,Ledil,339115,-4,16
RATOb.ST,Speed Group,"561330, 541614",-4,16
RATOb.ST,TFS,541715,-4,16
RATOb.ST,HENT,"811411, 236220",-4,16
RATOb.ST,Nebula,513210,-4,16
SKAb.ST,Infrastructure Development,561499,-4,7
SKAb.ST,Commercial Property Development,"541330, 531110, 236220",-4,7
SKAb.ST,Construction,"541330, 541320, 237310, 236220",-4,7
SKAb.ST,Residential Development,"541330, 236115",-4,7
SKAb.ST,Reconciliation with IFRS,,-4,7
SKAb.ST,Eliminations,,-4,7
SKAb.ST,Central,236220,-4,7
KESKOB.HE,Car trade,"441330, 441110, 423110",-4,4
KESKOB.HE,Grocery trade,445110,-4,4
KESKOB.HE,Common functions,,-4,4
KESKOB.HE,Building and technical trade,444180,-4,4
METSB.HE,,,-4,0
OUT1V.HE,Ferrochrome,331110,-4,6
OUT1V.HE,Other Operations,,-4,6
OUT1V.HE,Eliminations,,-4,6
OUT1V.HE,Long Products,331110,-4,6
OUT1V.HE,Europe,331110,-4,6
OUT1V.HE,Americas,331110,-4,6
BILN.L,Structural Steelwork,"541330, 238120",-4,3
BILN.L,Others,,-4,3
BILN.L,Safety solutions,"332312, 332311",-4,3
ETN.N,Vehicle,"336310, 336350",-4,6
ETN.N,Hydraulics,"336310, 335999, 333996, 332912",-4,6
ETN.N,Electrical Americas,"335999, 335314, 335313",-4,6
ETN.N,Aerospace,"336310, 336413, 333996, 332912",-4,6
ETN.N,eMobility,"336320, 336350",-4,6
ETN.N,Electrical Global,"335999, 335314, 335313, 334512",-4,6
TT.N,Industrial,333415,-4,2
TT.N,Climate,333415,-4,2
MSHGn.F,Wholesale,"541511, 424410",-4,4
MSHGn.F,Retail,"541511, 445110, 311812, 311612",-4,4
MSHGn.F,Other,,-4,4
MSHGn.F,Consolidation,,-4,4
ERMT.PA,Alloys,"331110, 212230",-4,6
ERMT.PA,Holding Companies and Eliminations,,-4,6
ERMT.PA,Manganese,212290,-4,6
ERMT.PA,Nickel,212230,-4,6
ERMT.PA,Corporate,,-4,6
ERMT.PA,Mineralized Sands,212390,-4,6
CLSH.L,Equity Investment/ Other Investments,"531390, 531110",-4,2
CLSH.L,Investment Property,"531120, 531110",-4,2
AFRY.ST,Industry,541330,-4,5
AFRY.ST,Infrastructure,541330,-4,5
AFRY.ST,Other & Eliminations,,-4,5
AFRY.ST,Energy,541330,-4,5
AFRY.ST,Digital Solution,541511,-4,5
ANTO.L,Transport division,"484121, 484110, 482112, 482111",-4,7
ANTO.L,Los Pelambres,"212230, 212220",-4,7
ANTO.L,Exploration & Evaluation,212230,-4,7
ANTO.L,Corporate and Other,,-4,7
ANTO.L,Antucoya,212230,-4,7
ANTO.L,Centinela,"212230, 212220",-4,7
ANTO.L,Zaldivar,212230,-4,7
BOLJ.ST,,,-4,0
CTY1S.HE,,,-4,0
CEV.MC,Rental Income,"531120, 531110",-4,3
CEV.MC,Financial Property,"531120, 531110",-4,3
CEV.MC,Rental Promotion,"531120, 531110",-4,3
HHDC.CO,Discontinued Operations,,-4,3
HHDC.CO,Eastern Europe,"327331, 327320",-4,3
HHDC.CO,Western Europe,"327331, 327320",-4,3
ECORE.L,Royalty,533110,-4,2
ECORE.L,All Other segments,,-4,2
PEUG.PA,Bonds,523999,-4,5
PEUG.PA,Financial Investments,523910,-4,5
PEUG.PA,Reconciliations,,-4,5
PEUG.PA,Other Activities,"551112, 531120",-4,5
PEUG.PA,PSA Peugeon Citroen Group,"551112, 531120",-4,5
GPIF.PA,Manufacture,"334515, 334418",-4,4
GPIF.PA,Installation/Maintenance,"811310, 334418",-4,4
GPIF.PA,Energy,,-4,4
GPIF.PA,Holding,,-4,4
HYDRA.AS,Industrial Systems,333111,-4,3
HYDRA.AS,Hightech Components,"326199, 326122",-4,3
HYDRA.AS,Holding costs and eliminations,561499,-4,3
PEABb.ST,Construction Total,"236220, 236116",-4,6
PEABb.ST,Industry,"532412, 237990, 236220",-4,6
PEABb.ST,Group Functions,,-4,6
PEABb.ST,Project Development,531390,-4,6
PEABb.ST,Civil Engineering,237310,-4,6
PEABb.ST,Eliminations,,-4,6
MTHH.CO,Production,327331,-4,1
ISUR.MC,Other Income/Corporate,,-4,4
ISUR.MC,Rental of Buildings,"531120, 531110",-4,4
ISUR.MC,Sale of Buildings,"531120, 531110",-4,4
ISUR.MC,Construction,541310,-4,4
GNC.L,Conveience foods UK & Ireland,"311991, 311941, 311520, 311412",-4,1
KCOGn.DE,Headquaters,"541614, 493110, 423510",-4,4
KCOGn.DE,Europe,"541614, 493110, 423510",-4,4
KCOGn.DE,Americas,"541614, 493110, 423510",-4,4
KCOGn.DE,Consolidation,,-4,4
APETIT.HE,Oilseed Products,"424590, 424510",-4,3
APETIT.HE,Grain Trade,"311224, 424590",-4,3
APETIT.HE,Food Solutions,"541613, 311991, 311412, 311411",-4,3
LAT1V.HE,Industrial Services,"562998, 562991",-4,6
LAT1V.HE,Environmental Services,"562211, 562111, 541620",-4,6
LAT1V.HE,Renewable Energy Sources,"221118, 562998, 562991",-4,6
LAT1V.HE,Eliminations,,-4,6
LAT1V.HE,Facility Services,"811210, 561790, 561730, 561720",-4,6
LAT1V.HE,Technical Services,541330,-4,6
LGT.MC,Less: Sales Returns,,-4,5
LGT.MC,Household Appliances,335999,-4,5
LGT.MC,Various,,-4,5
LGT.MC,Civil Engineering,"541330, 331513, 331210",-4,5
LGT.MC,Automotive,"336390, 336370",-4,5
LIAB.ST,Ventilation Systems,333415,-4,4
LIAB.ST,Other,,-4,4
LIAB.ST,Building Systems,"332999, 332322",-4,4
LIAB.ST,Profile Systems,"332999, 332322",-4,4
PNA1V.HE,Eliminations,,-4,11
PNA1V.HE,Heatmasters,332811,-4,11
PNA1V.HE,helakeskus,"423710, 423390",-4,11
PNA1V.HE,Grano,323111,-4,11
PNA1V.HE,Other,,-4,11
PNA1V.HE,KL-Varaosat,336999,-4,11
PNA1V.HE,selog,423390,-4,11
PNA1V.HE,CoreHW,334413,-4,11
PNA1V.HE,Oscar Software,"513210, 541511",-4,11
PNA1V.HE,Carrot,561330,-4,11
PNA1V.HE,Hygga,621210,-4,11
PLAZb.ST,Project-buildings,"531120, 236220",-4,4
PLAZb.ST,Central Gothenburg,531120,-4,4
PLAZb.ST,North/East Gothenburg,531120,-4,4
PLAZb.ST,South/West Gothenburg,531120,-4,4
STWK.ST,,,-4,0
RAIVV.HE,Brand-Healthy foods,"311352, 311340, 311230, 311225",-4,5
RAIVV.HE,Interdivisional,,-4,5
RAIVV.HE,Other operations,"561499, 424490, 311999",-4,5
RAIVV.HE,Eliminations,,-4,5
RAIVV.HE,Raisioagro,"311224, 424510, 311225, 311119",-4,5
RROS.ST,,,-4,0
SECUb.ST,Security Services North America,561612,-4,5
SECUb.ST,Other,,-4,5
SECUb.ST,Security Services Europe,561612,-4,5
SECUb.ST,Security Services Ibero-America,561612,-4,5
SECUb.ST,Eliminations,,-4,5
BEIJb.ST,Eastern Europe,"423830, 423740, 423690, 333415",-4,6
BEIJb.ST,Nordic Countries,"423830, 423740, 423690, 333415",-4,6
BEIJb.ST,Central Europe,"423830, 423740, 423690, 333415",-4,6
BEIJb.ST,Southern Europe,"423830, 423740, 423690, 333415",-4,6
BEIJb.ST,Africa,333415,-4,6
BEIJb.ST,APAC,333415,-4,6
YSO.LS,Eliminations & Adjustments,,-4,7
YSO.LS,Sonae IM,523940,-4,7
YSO.LS,Sonae MC,445110,-4,7
YSO.LS,Sonae FS,"561499, 541618, 524298, 522210",-4,7
YSO.LS,Sonae Sierra,"541330, 531390, 531120, 236220",-4,7
YSO.LS,Sonae Fashion,"459110, 458110",-4,7
YSO.LS,Worten,449210,-4,7
EQNR.OL,Exploration and Production - Norway,211120,-4,5
EQNR.OL,Other Operations,,-4,5
EQNR.OL,Exploration and Production - International,211120,-4,5
EQNR.OL,Eliminations,,-4,5
EQNR.OL,"Marketing, Processing and Renewable Energy","221118, 424710, 324110, 221210",-4,5
EQV1V.HE,Others,,-4,4
EQV1V.HE,Asset Management,523940,-4,4
EQV1V.HE,Investments,"523940, 523150",-4,4
EQV1V.HE,Corporate Finance,"523940, 523150",-4,4
FRO.N,,,-4,0
VOSG.DE,Locomotives,"541330, 488210, 336510",-4,10
VOSG.DE,Lifecycle Solutions,"488210, 336510, 237990",-4,10
VOSG.DE,Customized Modules,"541330, 488210, 336510, 331511",-4,10
VOSG.DE,Holding Companies,,-4,10
VOSG.DE,Electrical Systems,"541512, 541330, 488210, 336510",-4,10
VOSG.DE,Consolidation,,-4,10
VOSG.DE,Consolidation Transportation,,-4,10
VOSG.DE,Fastening Systems,336510,-4,10
VOSG.DE,Tie Technologies,332722,-4,10
VOSG.DE,Consolidation Core segment,,-4,10
WALLb.ST,,,-4,0
FABG.ST,,,-4,0
SAEI.MI,Unallocated,,-4,12
SAEI.MI,Thermal Insulation,333912,-4,12
SAEI.MI,Vacuum Systems,333912,-4,12
SAEI.MI,Light Sources,"334419, 334413",-4,12
SAEI.MI,SMA Medical Applications,"339113, 331491",-4,12
SAEI.MI,Pure Gas Handling,333912,-4,12
SAEI.MI,SMA Industrial Applications,331491,-4,12
SAEI.MI,Packaging,322220,-4,12
SAEI.MI,Sintered Components for Electronic Devices & Lasers,"334510, 334419, 334413",-4,12
SAEI.MI,Electronic Devices,334419,-4,12
SAEI.MI,Security & Defense,"334419, 333912, 332999",-4,12
SAEI.MI,Healthcare Diagnostics,"339113, 334419, 334413, 331491",-4,12
ICP.L,IC,"523940, 525910",-4,5
ICP.L,Secondary Investments,523940,-4,5
ICP.L,Real Estate Investments,523940,-4,5
ICP.L,Capital market investments,523940,-4,5
ICP.L,Corporate Investments,523940,-4,5
ARN.MI,Holding,523910,-4,2
ARN.MI,Operating Activities,221118,-4,2
LIN.OQ,Engineering,"541330, 237120",-4,5
LIN.OQ,EMEA,325120,-4,5
LIN.OQ,APAC,325120,-4,5
LIN.OQ,Americas,325120,-4,5
LIN.OQ,Other,561499,-4,5
NIBEb.ST,NIBE Element,333414,-4,5
NIBEb.ST,Unallocated,,-4,5
NIBEb.ST,NIBE Climate Solutions,333414,-4,5
NIBEb.ST,NIBE Stoves,333414,-4,5
NIBEb.ST,Eliminations,,-4,5
EXEP.PA,Beets Harvesters,"423820, 333912",-4,4
EXEP.PA,Agricultural Spraying,"423820, 333912, 325320",-4,4
EXEP.PA,Spraying and Watering for garden,"423820, 333912",-4,4
EXEP.PA,Industrial Spraying,"333248, 333912",-4,4
PANDXb.ST,Operator Activities,721110,-4,2
PANDXb.ST,Property Management,531120,-4,2
AXFO.ST,Eliminations,,-4,6
AXFO.ST,Hemkop,"445110, 424410",-4,6
AXFO.ST,Willys,"445110, 424410",-4,6
AXFO.ST,Dagab,"445110, 424410",-4,6
AXFO.ST,Joint Group,445110,-4,6
AXFO.ST,Axfood Snabbgross,445110,-4,6
MOWI.OL,Other,,-4,7
MOWI.OL,Sales and Marketing MH Consumer Products,"311710, 424460",-4,7
MOWI.OL,Eliminations,,-4,7
MOWI.OL,Elimination,,-4,7
MOWI.OL,Farming,112511,-4,7
MOWI.OL,Sales and Marketing MH Markets,"311710, 424460",-4,7
MOWI.OL,Fish Feed,311119,-4,7
KGH.WA,Consolidation Adjustments,,-4,6
KGH.WA,Eliminations,,-4,6
KGH.WA,Other Segments,525990,-4,6
KGH.WA,Sierra Gorda Project,212230,-4,6
KGH.WA,KGHM INTERNATIONAL LTD.,212230,-4,6
KGH.WA,KGHM Polska Miedz SA,212230,-4,6
AFGA.OL,IFRS Adjustment,,-4,11
AFGA.OL,Other,,-4,11
AFGA.OL,Other/Eliminations,,-4,11
AFGA.OL,Property,"238990, 237990, 236220",-4,11
AFGA.OL,Environment,"238990, 237990, 236220",-4,11
AFGA.OL,Building,"236118, 236116",-4,11
AFGA.OL,Energy,"238990, 237990, 236220",-4,11
AFGA.OL,Civil Engineering,"238990, 237990, 236220",-4,11
AFGA.OL,Offhore,213112,-4,11
AFGA.OL,Eliminations,,-4,11
AFGA.OL,Sweden,"562111, 237310, 236220",-4,11
UZU.DE,Other Segments,"531120, 423810, 238330",-4,7
UZU.DE,South-/Eastern Europe,325520,-4,7
UZU.DE,Western Europe - Operating segment,325520,-4,7
UZU.DE,Netherlands - Laying Systems,238330,-4,7
UZU.DE,Germany -Laying Systems,238330,-4,7
UZU.DE,Germany - Surface Care and Enhancement,"333310, 325613, 238330",-4,7
UZU.DE,Netherlands -Wholesale,423390,-4,7
CCHE.PA,Hazardous Waste (HW) division,562211,-4,2
CCHE.PA,Non-Hazardous Waste (NHW) division,562219,-4,2
ZMP1L.VL,Cheese and cheese procuts,311513,-4,5
ZMP1L.VL,Fresh Dairy Products,"311512, 311511",-4,5
ZMP1L.VL,Other Products,,-4,5
ZMP1L.VL,Dry Milk Products,311514,-4,5
ZMP1L.VL,Butter and Fat Mix,311512,-4,5
IBG.MC,Wood,321999,-4,3
IBG.MC,Electricity Sales,221122,-4,3
IBG.MC,Paper,322120,-4,3
CEMB.MI,Italy,"332216, 335931, 333991, 333514",-4,4
CEMB.MI,Rest of europe,"332216, 335931, 333991, 333514",-4,4
CEMB.MI,Elimination of intra group,,-4,4
CEMB.MI,Rest of World,"332216, 335931, 333991, 333514",-4,4
NVGR.LS,Eliminations,,-4,5
NVGR.LS,Other,,-4,5
NVGR.LS,Pulp for Market,322110,-4,5
NVGR.LS,Paper UWF,322120,-4,5
NVGR.LS,Paper Tissue,322230,-4,5
PATC.PA,,,-4,0
PZV1L.VL,Other Products,311520,-4,4
PZV1L.VL,Cheese,311513,-4,4
PZV1L.VL,Fresh milk products,"311513, 311512, 311511",-4,4
PZV1L.VL,Dry milk products,311514,-4,4
WWL.WA,,,-4,0
BARN.S,Eliminations,,-4,6
BARN.S,Corporate,,-4,6
BARN.S,Americas,"311351, 424490",-4,6
BARN.S,Global Cocoa,311351,-4,6
BARN.S,EMEA,"311351, 424490",-4,6
BARN.S,Asia Pacific,"311351, 424490",-4,6
BOND.PA,Fresh Products,311991,-4,3
BOND.PA,Frozen Food,311411,-4,3
BOND.PA,Canned Food,311421,-4,3
STF.PA,Other Businesses,,-4,3
STF.PA,Maritime,"541614, 488510",-4,3
STF.PA,Transport & Logistics,"493120, 484230, 484220",-4,3
ALCIS.PA,,,-4,0
NAFG.DE,Others,,-4,6
NAFG.DE,Reconciliation/consolidation,,-4,6
NAFG.DE,Metal Refining & Processing,"331420, 331410",-4,6
NAFG.DE,Flat Rolled Products,331420,-4,6
NAFG.DE,Inter-segment revenue,,-4,6
NAFG.DE,Effects from discontinued operatioons,,-4,6
HEPr.AT,Refining,324110,-4,7
HEPr.AT,Intersegment Adjustments,,-4,7
HEPr.AT,Marketing,541910,-4,7
HEPr.AT,Exploration & Production,213112,-4,7
HEPr.AT,Petrochemicals,324110,-4,7
HEPr.AT,Natural Gas & Electric Power,211120,-4,7
HEPr.AT,Other,,-4,7
SAHN.S,Power Magnetics,334515,-4,3
SAHN.S,Industrial division,334515,-4,3
SAHN.S,Automotive,334515,-4,3
ECVG.DE,Reconciliation,,-4,6
ECVG.DE,PV Services,"221114, 523910",-4,6
ECVG.DE,Wind Parks,"221115, 523910",-4,6
ECVG.DE,PV Parks,"221114, 523910",-4,6
ECVG.DE,Asset management,"221118, 523940",-4,6
ECVG.DE,Other Companies and Group Functions,,-4,6
SWECb.ST,Sweco Sweden,"541330, 541320, 541310",-4,9
SWECb.ST,Sweco Norway,541330,-4,9
SWECb.ST,Sweco Finland,541310,-4,9
SWECb.ST,Sweco Central & Eastern Europe,"541330, 541320, 541310",-4,9
SWECb.ST,"Group wide, Eliminations, etc",,-4,9
SWECb.ST,Sweco Western Europe,"541330, 541320, 541310",-4,9
SWECb.ST,Sweco Netherland,"541330, 541320, 541310",-4,9
SWECb.ST,Sweco belgium,541330,-4,9
SWECb.ST,Sweco Denmark,"541320, 541310",-4,9
ZIM.AX,,,-4,0
GLTN.PA,GL events Venues,"541990, 541410",-4,3
GLTN.PA,GL event Exhibitions,"561920, 531120",-4,3
GLTN.PA,GL events Live,"541990, 541410",-4,3
CEVG.H,Gas Flue Systems,"333414, 326122",-4,4
CEVG.H,Consolidation,,-4,4
CEVG.H,Medical Technology & Engineering Plastics,"423450, 339112, 326199, 325211",-4,4
CEVG.H,Climate Systems,333414,-4,4
PNEGn.DE,Electricity Generation,221118,-4,4
PNEGn.DE,Project development,"221118, 541690, 333611",-4,4
PNEGn.DE,Consolidation,,-4,4
PNEGn.DE,Services,"334413, 237130",-4,4
ITERA.OL,,,-4,0
BITI.PA,,,-4,0
SAGAa.ST,,,-4,0
PLAKR.AT,,,-4,0
MSONb.ST,Intercompany Eliminations,,-4,6
MSONb.ST,Sweden,"456191, 325620, 325412, 325411",-4,6
MSONb.ST,Norway,"456191, 325620, 325412, 325411",-4,6
MSONb.ST,Finland,"456191, 325620, 325412, 325411",-4,6
MSONb.ST,Denmark,"424490, 325620, 311514",-4,6
MSONb.ST,Germany,"325620, 311999, 311514",-4,6
GREENY.BR,Fresh,"311423, 311411, 111219, 111211",-4,5
GREENY.BR,Elimination,,-4,5
GREENY.BR,long fresh,"311423, 311411, 111219, 111211",-4,5
GREENY.BR,Hotriculture,"311423, 311411, 111219, 111211",-4,5
GREENY.BR,Unallocated,,-4,5
LIO.L,,,-4,0
ELGr.AT,,,-4,0
PBX.WA,Production Services,327390,-4,4
PBX.WA,Other,,-4,4
PBX.WA,Implementation of contracts - Construction services,"237990, 236220, 236210, 236116",-4,4
PBX.WA,Implementation of contracts - Prefabrication,238120,-4,4
BALDb.ST,,,-4,0
ASY.PA,Infrastructure Engineering & Ops.,"541614, 541611, 541330",-4,4
ASY.PA,Inter-segments,,-4,4
ASY.PA,Staffing,541330,-4,4
ASY.PA,Holding,523910,-4,4
DOV1V.HE,,,-4,0
VIE.PA,Other-operating,,-4,5
VIE.PA,Global businesses-operating,221320,-4,5
VIE.PA,Rest of the world,221320,-4,5
VIE.PA,"Europe,excl.france",221320,-4,5
VIE.PA,France and Special waste ,221320,-4,5
CAG0n.H,,,-4,0
PKN.WA,Corporate Functions,,-4,5
PKN.WA,Retail,"457110, 324110",-4,5
PKN.WA,Eliminations,,-4,5
PKN.WA,Upstream Segment,"325110, 324199, 324191",-4,5
PKN.WA,Downstream,"457110, 324110",-4,5
VVVGn_p.DE,,,-4,0
ALLN.S,Holding/Eliminations,,-4,3
ALLN.S,Projects & Development,"236118, 236116, 236115",-4,3
ALLN.S,Real Estate,"531210, 531110",-4,3
PSPN.S,Real Estate Investment,"531312, 531190, 531120, 531110",-4,4
PSPN.S,Property Management,"531390, 531312, 531120, 531110",-4,4
PSPN.S,Eliminations,,-4,4
PSPN.S,holdings,"561499, 541612, 541611",-4,4
IKTr.AT,Wind Energy,221118,-4,3
IKTr.AT,Real Estate,531390,-4,3
IKTr.AT,Marble,212311,-4,3
ORPF.PA,,,-4,0
SPSN.S,Eliminations,,-4,3
SPSN.S,Real Estate,"531390, 531120, 531110, 237210",-4,3
SPSN.S,Services Segment,"523940, 623311, 531390, 531120",-4,3
RWS.L,Unallocated,,-4,5
RWS.L,Language solutions,"561410, 541930, 541199",-4,5
RWS.L,Life Sciences,541930,-4,5
RWS.L,Patent Translation & Filling,"561410, 541930, 541199",-4,5
RWS.L,Moravia,513210,-4,5
DAIr.AT,,,-4,0
ETTE.HE,,,-4,0
EKTG.DE,Sale of Electricity,"221118, 221115, 221114",-4,4
EKTG.DE,Sale and Design of Windparks Onshore,"221118, 221115, 237130",-4,4
EKTG.DE,Other,221118,-4,4
EKTG.DE,Eliminations,,-4,4
LSG.OL,Other,,-4,5
LSG.OL,Unallocated,,-4,5
LSG.OL,Sales and Distribution,311710,-4,5
LSG.OL,Farming,112511,-4,5
LSG.OL,Wild catch and white fish VAP,"114111, 112511",-4,5
KRDr.AT,,,-4,0
EVRr.AT,,,-4,0
MPCKk.DE,Miscellaneous,,-4,3
MPCKk.DE,Transaction Services,522320,-4,3
MPCKk.DE,Management Services,523940,-4,3
DEQGn.DE,,,-4,0
WDIG.H,Consolidation - A&I,,-4,6
WDIG.H,Consolidation - PP&RM,,-4,6
WDIG.H,Acquiring and Issuing,541990,-4,6
WDIG.H,Call Center and Communication,"517112, 517111, 561422",-4,6
WDIG.H,Consolidation - CC&CG,,-4,6
WDIG.H,Payment Processing/Risk management,"517810, 522320",-4,6
CLII.MI,,,-4,0
HRPKk.DE,,,-4,0
CAPMAN.HE,Investor Services,523910,-4,4
CAPMAN.HE,Services Business,"523940, 523910",-4,4
CAPMAN.HE,Other,551114,-4,4
CAPMAN.HE,Management Company Business,"523940, 523910",-4,4
MOBN.S,Development,"531312, 531311",-4,2
MOBN.S,Real Estate,"531120, 531110, 236220",-4,2
FBI.CY,,,-4,0
SVIK.ST,Fuel and Materials Performance,"562211, 562112",-4,7
SVIK.ST,Other Business,,-4,7
SVIK.ST,Consulting and engineering services,541330,-4,7
SVIK.ST,Eliminations,,-4,7
SVIK.ST,Germany,541690,-4,7
SVIK.ST,Scandpower,513210,-4,7
SVIK.ST,Settlement and radiation protection,541690,-4,7
NEXS.PA,Other,,-4,5
NEXS.PA,Industry & Solutions,"331420, 486110, 221210",-4,5
NEXS.PA,Building & Territories,"331420, 335929",-4,5
NEXS.PA,Generation & Transmission (High Voltage & Projects),"486210, 237130",-4,5
NEXS.PA,Telecom & Data,"331420, 335921",-4,5
CPHN.S,Packaging,"322219, 326112, 322211",-4,3
CPHN.S,Paper,"322120, 322299",-4,3
CPHN.S,Chemistry,325199,-4,3
MORr.AT,Sales to Gas Stations,424720,-4,4
MORr.AT,Refinery,324110,-4,4
MORr.AT,Eliminations,,-4,4
MORr.AT,Services,"238990, 221210",-4,4
EMMN.S,Other Products,,-4,10
EMMN.S,Powder/Concentrates,,-4,10
EMMN.S,Natural Cheese,"424590, 424430",-4,10
EMMN.S,Processed Cheese,"424590, 424430",-4,10
EMMN.S,Milk,"424430, 311511",-4,10
EMMN.S,Sales from Services,,-4,10
EMMN.S,Fresh Products,"311520, 311513, 311512, 311511",-4,10
EMMN.S,Butter and Margarine,"424590, 424430",-4,10
EMMN.S,Fresh Cheese,311513,-4,10
EMMN.S,Cream,"424590, 424430",-4,10
ROSNP.BX,Eliminations,,-4,6
ROSNP.BX,Consolidation,,-4,6
ROSNP.BX,Corporate & Other,,-4,6
ROSNP.BX,Refining and Marketing,"457110, 424720, 324110",-4,6
ROSNP.BX,Exploration and Production,211120,-4,6
ROSNP.BX,Gas and Power,"457110, 424720, 324110",-4,6
ADDTb.ST,Energy,333613,-4,5
ADDTb.ST,Group items and Eliminations,,-4,5
ADDTb.ST,Industrial process,333242,-4,5
ADDTb.ST,Components,"333248, 541420",-4,5
ADDTb.ST,Power solutions,423830,-4,5
LAGRb.ST,Communications,"519290, 517810",-4,5
LAGRb.ST,Mechatronics,"423610, 335999",-4,5
LAGRb.ST,Electronics,334419,-4,5
LAGRb.ST,Niche Products,"333519, 811310, 339999",-4,5
LAGRb.ST,Parent,335931,-4,5
TWSr.AT,Water Service Provision,221310,-4,2
TWSr.AT,Sewage Service Provision,221320,-4,2
JHX.AX,North America Fiber Cement,327310,-4,4
JHX.AX,Asia Pacific Fiber Cement,327310,-4,4
JHX.AX,Other Businesses,,-4,4
JHX.AX,Europe Building Products,327310,-4,4
MSTT.MM,Eliminations,,-4,3
MSTT.MM,Construction,"237310, 236210",-4,3
MSTT.MM,Services,"237310, 237210",-4,3
KEPr.AT,,,-4,0
ITRK.L,Operating segment - Products,"541380, 424690, 423830, 423620",-4,3
ITRK.L,Operating segment - Resources,"339999, 221113, 213112",-4,3
ITRK.L,Operating segment - Trade,"561990, 541990, 483111",-4,3
AKRN.MM,Logistics,482111,-4,6
AKRN.MM,Other,,-4,6
AKRN.MM,Trading Companies,523210,-4,6
AKRN.MM,Dorogobuzh,325311,-4,6
AKRN.MM,Akron,325311,-4,6
AKRN.MM,Mining,212390,-4,6
REJLb.ST,,,-4,0
ADXR.MC,Renewable Energy,221118,-4,2
ADXR.MC,Light and Gas,"221210, 221122",-4,2
PREN.PFT,,,-4,0
IGHZ.ZA,Projects,541330,-4,9
IGHZ.ZA,Department of Materials and Structures,541350,-4,9
IGHZ.ZA,Department for Supervision and Project Management,541350,-4,9
IGHZ.ZA,"Department of Hydrotechnics, Geotechnics&Environment",541360,-4,9
IGHZ.ZA,Regional Center Split,541330,-4,9
IGHZ.ZA,Regional Center Rijeka,541330,-4,9
IGHZ.ZA,Regional Center Osijek,541330,-4,9
IGHZ.ZA,Management and Support Services,541611,-4,9
IGHZ.ZA,Foreign affiliates,"541380, 541350, 541330, 541320",-4,9
GALP.LS,Elimination,,-4,5
GALP.LS,Exploration & Production,211120,-4,5
GALP.LS,Others,,-4,5
GALP.LS,Gas & Power,221210,-4,5
GALP.LS,Refining and Distribution,324110,-4,5
